Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
38,Male,2,Marketing Director,14,195000,Canada,Asian,0
40,Female,1,Financial Manager,16,215000,Canada,Black,0
27,Male,1,Product Designer,2,55000,China,Korean,0
32,Female,3,Data Scientist,9,145000,Canada,Black,0
29,Male,1,Marketing Analyst,4,75000,USA,White,0
33,Female,2,Marketing Manager,9,135000,Australia,Australian,0
27,Male,1,Software Engineer,3,80000,China,Chinese,0
36,Female,3,Research Scientist,13,185000,UK,Asian,0
25,Male,1,Product Manager,1,60000,China,Korean,0
30,Female,1,Marketing Coordinator,5,95000,UK,Welsh,0
34,Male,3,Research Director,12,170000,UK,Welsh,0
28,Female,1,Marketing Analyst,3,65000,UK,White,0
32,Male,1,Product Manager,7,120000,Australia,Asian,0
24,Female,0,Receptionist,0,25000,USA,White,0
38,Male,2,Marketing Director,14,195000,UK,White,0
40,Female,1,Financial Manager,16,215000,USA,Hispanic,0
27,Male,1,Product Designer,2,55000,UK,Mixed,0
32,Female,3,Data Scientist,9,145000,Canada,Asian,0
29,Male,1,Marketing Analyst,4,75000,Australia,Australian,0
33,Female,2,Marketing Manager,9,135000,Canada,Asian,0
27,Male,1,Software Engineer,3,80000,Australia,Australian,0
36,Female,3,Research Scientist,13,185000,China,White,0
25,Male,1,Product Manager,1,60000,Canada,Asian,0
30,Female,1,Marketing Coordinator,5,95000,China,Chinese,0
34,Male,3,Research Director,12,170000,UK,Asian,0
28,Female,1,Marketing Analyst,3,65000,USA,African American,0
32,Male,1,Product Manager,7,120000,UK,Mixed,0
24,Female,0,Receptionist,0,25000,China,Korean,0
38,Male,2,Marketing Director,14,195000,UK,White,0
40,Female,1,Financial Manager,16,215000,Australia,White,0
27,Male,1,Product Designer,2,55000,Canada,Black,0
32,Female,3,Data Scientist,9,145000,USA,White,0
29,Male,1,Marketing Analyst,4,75000,China,White,0
33,Female,2,Marketing Manager,9,135000,Canada,White,0
27,Male,1,Software Engineer,3,80000,Canada,Black,0
36,Female,3,Research Scientist,13,185000,Australia,Australian,0
25,Male,1,Product Manager,1,60000,UK,Asian,0
30,Female,1,Marketing Coordinator,5,95000,Australia,White,0
34,Male,3,Research Director,12,170000,Australia,White,0
28,Female,1,Marketing Analyst,3,65000,Canada,White,0
32,Male,1,Product Manager,7,120000,USA,Hispanic,0
24,Female,0,Receptionist,0,25000,Australia,Asian,0
38,Male,2,Marketing Director,14,195000,Canada,White,0
40,Female,1,Financial Manager,16,215000,China,White,0
27,Male,1,Product Designer,2,55000,Canada,White,0
32,Female,3,Data Scientist,9,145000,UK,White,0
29,Male,1,Marketing Analyst,4,75000,Canada,Asian,0
33,Female,2,Marketing Manager,9,135000,UK,Welsh,0
27,Male,1,Software Engineer,3,80000,USA,Asian,0
36,Female,3,Research Scientist,13,185000,USA,Asian,0
25,Male,1,Product Manager,1,60000,USA,African American,0
30,Female,1,Marketing Coordinator,5,95000,China,Chinese,0
34,Male,3,Research Director,12,170000,China,Korean,0
28,Female,1,Marketing Analyst,3,65000,UK,Asian,0
32,Male,1,Product Manager,7,120000,USA,Asian,0
24,Female,0,Receptionist,0,25000,China,White,0
38,Male,2,Marketing Director,14,195000,USA,African American,0
40,Female,1,Financial Manager,16,215000,Canada,White,0
27,Male,1,Product Designer,2,55000,China,Korean,0
32,Female,3,Data Scientist,9,145000,China,Korean,0
29,Male,1,Marketing Analyst,4,75000,Canada,Asian,0
33,Female,2,Marketing Manager,9,135000,Australia,Australian,0
27,Male,1,Software Engineer,3,80000,China,Korean,0
36,Female,3,Research Scientist,13,185000,Australia,Australian,0
25,Male,1,Product Manager,1,60000,UK,Asian,0
30,Female,1,Marketing Coordinator,5,95000,USA,Hispanic,0
34,Male,3,Research Director,12,170000,UK,Mixed,0
28,Female,1,Marketing Analyst,3,65000,UK,Mixed,0
32,Male,1,Product Manager,7,120000,Canada,White,0
24,Female,0,Receptionist,0,25000,Australia,Australian,0
38,Male,2,Marketing Director,14,195000,China,Chinese,0
40,Female,1,Financial Manager,16,215000,China,White,0
27,Male,1,Product Designer,2,55000,China,White,0
32,Female,3,Data Scientist,9,145000,China,White,0
29,Male,1,Marketing Analyst,4,75000,UK,Mixed,0
33,Female,2,Marketing Manager,9,135000,China,Korean,0
27,Male,1,Software Engineer,3,80000,Australia,White,0
36,Female,3,Research Scientist,13,185000,Australia,White,0
25,Male,1,Product Manager,1,60000,UK,Mixed,0
30,Female,1,Marketing Coordinator,5,95000,China,Korean,0
34,Male,3,Research Director,12,170000,UK,Asian,0
28,Female,1,Marketing Analyst,3,65000,UK,Welsh,0
32,Male,1,Product Manager,7,120000,Canada,Asian,0
24,Female,0,Receptionist,0,25000,Australia,White,0
38,Male,2,Marketing Director,14,195000,USA,Asian,0
40,Female,1,Financial Manager,16,215000,Australia,White,0
27,Male,1,Product Designer,2,55000,China,Chinese,0
32,Female,3,Data Scientist,9,145000,UK,Asian,0
29,Male,1,Marketing Analyst,4,75000,USA,White,0
33,Female,2,Marketing Manager,9,135000,Canada,Black,0
27,Male,1,Software Engineer,3,80000,Australia,Asian,0
36,Female,3,Research Scientist,13,185000,USA,Asian,0
25,Male,1,Product Manager,1,60000,Canada,Black,0
30,Female,1,Marketing Coordinator,5,95000,UK,Welsh,0
34,Male,3,Research Director,12,170000,Australia,Australian,0
28,Female,1,Marketing Analyst,3,65000,USA,Hispanic,0
32,Male,1,Product Manager,7,120000,Australia,Asian,0
24,Female,0,Receptionist,0,25000,UK,Welsh,0
38,Male,2,Marketing Director,14,195000,Canada,Asian,0
40,Female,1,Financial Manager,16,215000,Canada,White,0
27,Male,1,Product Designer,2,55000,China,Korean,0
32,Female,3,Data Scientist,9,145000,USA,Asian,0
29,Male,1,Marketing Analyst,4,75000,UK,Welsh,0
33,Female,2,Marketing Manager,9,135000,China,Korean,0
27,Male,1,Software Engineer,3,80000,UK,Mixed,0
36,Female,3,Research Scientist,13,185000,China,Korean,0
25,Male,1,Product Manager,1,60000,Australia,White,0
30,Female,1,Marketing Coordinator,5,95000,UK,White,0
34,Male,3,Research Director,12,170000,Canada,White,0
28,Female,1,Marketing Analyst,3,65000,Australia,White,0
32,Male,1,Product Manager,7,120000,Australia,Australian,0
24,Female,0,Receptionist,0,25000,Australia,Asian,0
38,Male,2,Marketing Director,14,195000,USA,Asian,0
40,Female,1,Financial Manager,16,215000,China,White,0
27,Male,1,Product Designer,2,55000,China,Chinese,0
32,Female,3,Data Scientist,9,145000,Australia,White,0
29,Male,1,Marketing Analyst,4,75000,China,Chinese,0
29,Male,1,Sales Associate,2,45000,USA,Hispanic,0
45,Female,2,Sales Manager,8,80000,Canada,Black,0
37,Male,3,Marketing Manager,7,90000,UK,Mixed,0
23,Female,0,Sales Executive,1,35000,China,Korean,0
41,Male,1,Financial Manager,12,120000,China,Korean,0
26,Female,1,Digital Marketing Manager,4,60000,Canada,Black,0
33,Male,2,Content Marketing Manager,5,70000,Canada,Asian,0
28,Female,0,Sales Representative,3,40000,China,Korean,0
50,Male,3,Product Marketing Manager,15,150000,UK,Mixed,1
35,Female,1,Sales Representative,2,35000,USA,Asian,0
42,Male,2,Director of Marketing,13,130000,Canada,Asian,0
27,Female,1,Sales Associate,1,35000,Australia,White,0
48,Male,3,Sales Director,18,180000,USA,Asian,0
31,Female,0,Financial Manager,4,60000,Australia,Australian,0
36,Male,1,Sales Manager,6,75000,UK,Mixed,0
25,Female,2,Digital Marketing Manager,3,50000,UK,Mixed,0
39,Male,3,Marketing Manager,10,100000,China,Chinese,0
30,Female,0,Sales Executive,2,40000,Canada,Asian,0
44,Male,1,Content Marketing Manager,11,110000,USA,White,0
29,Female,2,Sales Representative,4,55000,China,Korean,0
47,Male,3,Product Marketing Manager,17,170000,Canada,White,1
32,Female,1,Sales Representative,3,40000,Australia,Asian,0
38,Male,2,Director of Marketing,9,95000,Australia,Asian,0
24,Female,0,Sales Associate,1,35000,China,White,0
40,Male,3,Sales Director,14,140000,UK,Welsh,0
34,Female,1,Financial Manager,5,70000,China,White,0
26,Male,2,Digital Marketing Manager,3,50000,UK,Mixed,0
31,Female,3,Marketing Manager,6,75000,UK,Mixed,0
27,Male,0,Sales Executive,2,40000,UK,Welsh,0
43,Female,1,Content Marketing Manager,12,120000,Australia,White,0
28,Male,2,Sales Representative,2,40000,USA,Asian,0
46,Female,3,Product Marketing Manager,16,160000,USA,Hispanic,1
33,Male,1,Sales Representative,4,55000,USA,White,0
39,Female,2,Director of Marketing,10,100000,UK,White,0
25,Male,0,Sales Associate,1,35000,China,White,0
41,Female,1,Sales Manager,8,80000,China,Chinese,0
35,Male,3,Marketing Manager,7,90000,UK,White,0
23,Female,1,Sales Executive,1,35000,UK,Asian,0
42,Male,2,Financial Manager,13,130000,Canada,Black,0
26,Female,1,Digital Marketing Manager,4,60000,Canada,Asian,0
32,Male,2,Content Marketing Manager,5,70000,UK,Welsh,0
27,Female,0,Sales Representative,3,40000,Canada,White,0
50,Male,3,Product Marketing Manager,15,150000,Australia,White,1
36,Female,1,Sales Representative,2,35000,USA,Hispanic,0
48,Male,2,Director of Marketing,18,180000,China,Korean,0
31,Female,0,Sales Associate,2,40000,Australia,Asian,0
29,Male,1,Sales Director,6,75000,Australia,White,0
45,Female,3,Financial Manager,12,120000,Australia,Australian,0
25,Male,2,Digital Marketing Manager,3,50000,UK,White,0
37,Female,1,Marketing Manager,7,90000,Canada,Black,0
23,Male,0,Sales Executive,1,35000,Canada,Asian,0
41,Female,1,Content Marketing Manager,11,110000,Australia,Asian,0
26,Male,2,Sales Representative,3,45000,UK,Welsh,0
33,Female,3,Product Marketing Manager,5,70000,China,White,1
28,Male,1,Sales Representative,1,30000,USA,African American,0
42,Female,2,Director of Marketing,13,130000,UK,Welsh,0
27,Male,0,Financial Manager,4,60000,Canada,White,0
50,Female,1,Sales Manager,15,150000,China,Chinese,0
35,Male,3,Marketing Manager,8,80000,China,Korean,0
24,Female,1,Sales Executive,1,35000,China,Chinese,0
46,Male,2,Content Marketing Manager,16,160000,USA,White,0
29,Female,0,Sales Representative,2,40000,China,White,0
47,Male,3,Product Marketing Manager,17,170000,China,White,1
31,Female,1,Sales Representative,3,40000,USA,Hispanic,0
38,Male,2,Director of Marketing,9,95000,Australia,Australian,0
25,Female,0,Sales Associate,1,35000,Australia,Asian,0
39,Male,1,Sales Director,10,100000,Australia,Asian,0
33,Female,3,Financial Manager,5,70000,Canada,White,0
27,Male,2,Digital Marketing Manager,3,50000,Australia,Australian,0
43,Female,1,Marketing Manager,12,120000,Australia,Australian,0
28,Male,0,Sales Executive,2,40000,Canada,Asian,0
31,Male,1,Sales Associate,3,50000,China,Korean,0
46,Female,2,Marketing Manager,14,140000,China,Korean,0
27,Male,0,Sales Executive,2,40000,UK,Asian,0
38,Female,1,Financial Manager,10,100000,UK,Asian,0
24,Male,3,Digital Marketing Manager,1,30000,China,White,0
33,Female,2,Content Marketing Manager,6,75000,USA,Hispanic,0
29,Male,0,Sales Representative,2,40000,China,Chinese,0
50,Female,1,Sales Manager,18,180000,Canada,Black,0
35,Male,3,Product Marketing Manager,8,80000,UK,Welsh,1
23,Female,1,Sales Executive,1,35000,China,Chinese,0
41,Male,2,Director of Marketing,12,120000,Canada,Black,0
26,Female,0,Financial Manager,3,45000,USA,African American,0
32,Male,1,Sales Director,7,90000,Canada,Black,0
27,Female,3,Marketing Manager,4,55000,Canada,Black,0
43,Male,2,Content Marketing Manager,16,160000,Australia,Asian,0
28,Female,1,Sales Representative,2,40000,USA,African American,0
47,Male,3,Product Marketing Manager,17,170000,China,Korean,1
31,Female,0,Sales Representative,3,40000,UK,Asian,0
38,Male,2,Director of Marketing,9,95000,Canada,Asian,0
25,Female,0,Sales Associate,1,35000,Australia,Asian,0
39,Male,1,Sales Manager,11,110000,Canada,White,0
33,Female,3,Financial Manager,6,75000,China,Chinese,0
27,Male,2,Digital Marketing Manager,3,50000,China,White,0
43,Female,1,Marketing Manager,12,120000,Canada,Asian,0
28,Male,0,Sales Executive,2,40000,UK,Welsh,0
50,Female,2,Content Marketing Manager,15,150000,China,Korean,0
36,Male,1,Sales Representative,5,70000,UK,Welsh,0
48,Female,3,Product Marketing Manager,19,190000,Canada,White,1
31,Male,0,Sales Representative,3,40000,China,Chinese,0
29,Female,1,Sales Director,6,75000,China,Chinese,0
45,Male,2,Director of Marketing,14,140000,China,Chinese,0
25,Female,0,Sales Associate,1,35000,Canada,White,0
41,Male,1,Financial Manager,12,120000,USA,White,0
35,Female,3,Marketing Manager,8,80000,Canada,White,0
23,Male,1,Sales Executive,1,35000,China,White,0
42,Female,2,Sales Manager,13,130000,Canada,Black,0
26,Male,0,Digital Marketing Manager,2,40000,Australia,Australian,0
32,Female,1,Content Marketing Manager,7,90000,Canada,White,0
27,Male,3,Sales Representative,4,55000,USA,Hispanic,0
50,Female,2,Product Marketing Manager,18,180000,Australia,Asian,1
36,Male,1,Sales Representative,3,45000,Australia,Asian,0
48,Female,3,Director of Marketing,19,190000,China,White,0
31,Male,0,Sales Associate,3,50000,Australia,Asian,0
29,Female,1,Financial Manager,4,55000,UK,Mixed,0
45,Male,2,Marketing Manager,13,130000,UK,Asian,0
25,Female,0,Sales Executive,1,35000,USA,African American,0
41,Male,1,Content Marketing Manager,12,120000,China,Korean,0
35,Female,3,Product Marketing Manager,9,95000,China,White,1
23,Male,1,Sales Representative,1,35000,Australia,Australian,0
42,Female,2,Digital Marketing Manager,14,140000,UK,Asian,0
26,Male,0,Sales Manager,2,40000,China,Korean,0
32,Female,1,Director of Marketing,8,80000,Australia,Australian,0
27,Male,3,Marketing Manager,4,55000,Australia,Asian,0
50,Female,2,Content Marketing Manager,19,190000,China,White,0
36,Male,1,Sales Director,6,75000,Canada,White,0
48,Female,3,Product Marketing Manager,17,170000,China,Korean,1
31,Male,0,Sales Associate,3,50000,China,Chinese,0
29,Female,1,Financial Manager,4,55000,Australia,White,0
45,Male,2,Marketing Manager,13,130000,Canada,White,0
25,Female,0,Sales Executive,1,35000,China,Chinese,0
41,Male,1,Content Marketing Manager,12,120000,Canada,Asian,0
35,Female,3,Product Marketing Manager,9,95000,USA,White,1
23,Male,1,Sales Representative,1,35000,China,Chinese,0
42,Female,2,Digital Marketing Manager,14,140000,China,White,0
26,Male,0,Sales Manager,2,40000,Canada,Asian,0
32,Female,1,Director of Marketing,8,80000,UK,Asian,0
27,Male,3,Marketing Manager,4,55000,China,Chinese,0
50,Female,2,Content Marketing Manager,19,190000,Canada,Black,0
36,Male,1,Sales Director,6,75000,China,Chinese,0
48,Female,3,Product Marketing Manager,17,170000,China,White,1
31,Male,0,Sales Associate,3,50000,Canada,White,0
29,Female,1,Financial Manager,4,55000,USA,Hispanic,0
45,Male,2,Marketing Manager,13,130000,USA,Hispanic,0
25,Female,0,Sales Executive,1,35000,Canada,Asian,0
41,Male,1,Content Marketing Manager,12,120000,China,Chinese,0
35,Female,3,Product Marketing Manager,9,95000,Canada,Black,1
23,Male,1,Sales Representative,1,35000,USA,White,0
42,Female,2,Digital Marketing Manager,14,140000,USA,Hispanic,0
26,Male,0,Sales Manager,2,40000,China,Korean,0
32,Female,1,Director of Marketing,8,80000,Canada,Asian,0
27,Male,3,Marketing Manager,4,55000,USA,African American,0
50,Female,2,Content Marketing Manager,19,190000,UK,Welsh,0
36,Male,1,Sales Director,6,75000,USA,White,0
48,Female,3,Product Marketing Manager,17,170000,Australia,White,1
31,Male,0,Sales Associate,3,50000,UK,Asian,0
29,Female,1,Financial Manager,4,55000,UK,White,0
45,Male,2,Marketing Manager,13,130000,Canada,Asian,0
25,Female,0,Sales Executive,1,35000,Australia,Australian,0
41,Male,1,Content Marketing Manager,12,120000,USA,African American,0
35,Female,3,Product Marketing Manager,9,95000,Canada,Asian,1
23,Male,1,Sales Representative,1,35000,USA,White,0
42,Female,2,Digital Marketing Manager,14,140000,Canada,White,0
26,Male,0,Sales Manager,2,40000,China,Korean,0
32,Female,1,Director of Marketing,8,80000,UK,Mixed,0
27,Male,3,Marketing Manager,4,55000,UK,Mixed,0
50,Female,2,Content Marketing Manager,19,190000,Canada,Asian,0
36,Male,1,Sales Director,6,75000,China,White,0
48,Female,3,Product Marketing Manager,17,170000,Canada,Black,1
31,Male,0,Sales Associate,3,50000,Australia,Asian,0
29,Female,1,Financial Manager,4,55000,UK,Asian,0
45,Male,2,Marketing Manager,13,130000,Canada,Black,0
25,Female,0,Sales Executive,1,35000,Canada,Asian,0
41,Male,1,Content Marketing Manager,12,120000,Canada,Black,0
35,Female,3,Product Marketing Manager,9,95000,UK,White,1
23,Male,1,Sales Representative,1,35000,Australia,Asian,0
42,Female,2,Digital Marketing Manager,14,140000,Australia,White,0
26,Male,0,Sales Manager,2,40000,Australia,Australian,0
32,Female,1,Director of Marketing,8,80000,USA,Hispanic,0
27,Male,3,Marketing Manager,4,55000,Canada,Asian,0
50,Female,2,Content Marketing Manager,19,190000,UK,Welsh,0
36,Male,1,Sales Director,6,75000,USA,Hispanic,0
48,Female,3,Product Marketing Manager,17,170000,Canada,Asian,1
31,Male,0,Sales Associate,3,50000,Australia,Australian,0
29,Female,1,Financial Manager,4,55000,UK,Mixed,0
45,Male,2,Marketing Manager,13,130000,Australia,Australian,0
25,Female,0,Sales Executive,1,35000,UK,White,0
41,Male,1,Content Marketing Manager,12,120000,UK,Mixed,0
35,Female,3,Product Marketing Manager,9,95000,UK,Welsh,1
23,Male,1,Sales Representative,1,35000,UK,White,0
42,Female,2,Digital Marketing Manager,14,140000,USA,Asian,0
26,Male,0,Sales Manager,2,40000,USA,White,0
32,Female,1,Director of Marketing,8,80000,USA,Hispanic,0
27,Male,3,Marketing Manager,4,55000,UK,Asian,0
50,Female,2,Content Marketing Manager,19,190000,Australia,White,0
37,Male,2,Marketing Manager,11,110000,Australia,Australian,0
26,Female,1,Sales Representative,2,40000,USA,African American,0
42,Male,3,Content Marketing Manager,15,150000,China,White,0
33,Female,0,Sales Executive,4,55000,Australia,White,0
29,Male,1,Sales Manager,5,70000,China,Korean,0
45,Female,2,Director of Marketing,16,160000,USA,African American,0
24,Male,0,Sales Associate,1,35000,Australia,Australian,0
39,Female,1,Financial Manager,10,100000,Australia,Australian,0
31,Male,3,Product Marketing Manager,7,90000,China,Korean,1
27,Female,2,Digital Marketing Manager,3,50000,Australia,Asian,0
43,Male,1,Content Marketing Manager,14,140000,China,White,0
28,Female,0,Sales Representative,2,40000,China,White,0
50,Male,3,Marketing Manager,18,180000,Canada,Black,0
35,Female,1,Sales Executive,7,90000,USA,African American,0
23,Male,1,Sales Manager,1,35000,Australia,White,0
41,Female,2,Director of Marketing,12,120000,China,Korean,0
26,Male,0,Financial Manager,3,45000,China,Korean,0
32,Female,1,Sales Director,8,80000,Australia,Australian,0
27,Male,3,Marketing Manager,4,55000,Canada,White,0
50,Female,2,Content Marketing Manager,18,180000,Australia,Australian,0
